arch	circuit	vpr_revision	vpr_status	min_chan_width	critical_path_delay	lb_area	rt_area	pack_time	place_time	min_chan_width_route_time	crit_path_route_time	routed_wirelength	max_odin_mem	max_abc_mem	max_vpr_mem	num_pre_packed_nets	num_pre_packed_blocks	num_post_packed_nets	num_clb	num_io	num_outputs	num_memories	num_mult	error	
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	clma.blif	7e14ac5-dirty	success	-1	8.94878	3.3576e+07	6.99621e+06	17.9445	18.4661	6.13341	-1	86198	-1	-1	-1	6320	6402	3841	623	62	82	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	s38584.1.blif	7e14ac5-dirty	success	-1	5.09072	2.27433e+07	4.86570e+06	10.6621	10.87	2.80977	-1	35413	-1	-1	-1	5357	5661	2660	422	38	304	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	pdc.blif	7e14ac5-dirty	success	-1	6.99245	1.95635e+07	4.42694e+06	14.353	8.06468	3.47748	-1	45483	-1	-1	-1	3645	3685	1850	363	16	40	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	s38417.blif	7e14ac5-dirty	success	-1	5.40669	1.80006e+07	3.73780e+06	7.17694	7.80202	2.09468	-1	23090	-1	-1	-1	4530	4636	1876	334	29	106	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	frisc.blif	7e14ac5-dirty	success	-1	8.79948	1.58448e+07	3.40263e+06	9.37639	8.24106	2.53896	-1	38716	-1	-1	-1	3834	3950	1651	294	20	116	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	spla.blif	7e14ac5-dirty	success	-1	5.88249	1.62221e+07	3.73780e+06	12.2839	6.43196	2.80188	-1	34396	-1	-1	-1	3021	3067	1512	301	16	46	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	ex1010.blif	7e14ac5-dirty	success	-1	6.61513	1.67071e+07	3.73780e+06	14.2168	6.2987	3.02378	-1	37902	-1	-1	-1	3103	3113	1445	310	10	10	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	elliptic.blif	7e14ac5-dirty	success	-1	7.35566	1.15333e+07	2.48368e+06	8.68659	5.12618	1.70655	-1	22716	-1	-1	-1	3386	3500	1258	214	131	114	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	s298.blif	7e14ac5-dirty	success	-1	8.27785	7.06011e+06	1.70020e+06	3.82393	1.86862	0.982038	-1	8367	-1	-1	-1	1313	1319	561	131	4	6	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	apex2.blif	7e14ac5-dirty	success	-1	5.32276	7.97631e+06	1.93802e+06	7.66787	2.75098	1.35767	-1	15214	-1	-1	-1	1516	1519	795	148	38	3	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	diffeq.blif	7e14ac5-dirty	success	-1	4.76964	4.68878e+06	1.06288e+06	2.78683	1.74589	0.633833	-1	7025	-1	-1	-1	1309	1348	596	87	64	39	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	seq.blif	7e14ac5-dirty	success	-1	4.40994	7.1679e+06	1.70020e+06	5.16949	2.52912	1.09115	-1	13356	-1	-1	-1	1366	1401	718	133	41	35	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	C6288.blif	7e14ac5-dirty	success	-1	9.64907	2.96417e+06	746636.	1.29429	0.928583	0.403671	-1	4591	-1	-1	-1	573	605	478	55	32	32	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	tseng.blif	7e14ac5-dirty	success	-1	4.80552	4.31152e+06	1.06288e+06	2.14204	1.52105	0.552943	-1	5852	-1	-1	-1	1234	1356	528	80	52	122	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	dsip.blif	7e14ac5-dirty	success	-1	2.57669	3.66479e+06	1.70020e+06	2.46952	2.30835	0.830242	-1	7397	-1	-1	-1	1133	1330	573	68	229	197	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	bigkey.blif	7e14ac5-dirty	success	-1	2.46286	3.71869e+06	1.70020e+06	2.86975	2.14822	0.841274	-1	6732	-1	-1	-1	1136	1333	497	69	229	197	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	alu4.blif	7e14ac5-dirty	success	-1	4.63144	6.35949e+06	1.49275e+06	2.78277	1.591	0.817147	-1	6848	-1	-1	-1	1187	1195	552	118	14	8	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	i10.blif	7e14ac5-dirty	success	-1	6.04148	3.98816e+06	2.21184e+06	1.88376	3.07659	1.18194	-1	11673	-1	-1	-1	996	1220	785	74	257	224	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	ex5p.blif	7e14ac5-dirty	success	-1	4.36727	3.98816e+06	1.06288e+06	1.96997	1.26054	0.639795	-1	7137	-1	-1	-1	748	811	460	74	8	63	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	des.blif	7e14ac5-dirty	success	-1	3.21167	3.01806e+06	2.21184e+06	1.8524	2.4296	1.07644	-1	8060	-1	-1	-1	810	1055	571	56	256	245	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	apex4.blif	7e14ac5-dirty	success	-1	4.51068	5.22772e+06	1.28431e+06	2.91623	1.58097	0.856654	-1	10738	-1	-1	-1	979	998	582	97	9	19	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	C7552.blif	7e14ac5-dirty	success	-1	4.92348	2.6947e+06	885421.	1.06578	1.51038	0.497867	-1	5967	-1	-1	-1	706	813	517	50	206	107	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	misex3.blif	7e14ac5-dirty	success	-1	4.49227	6.2517e+06	1.49275e+06	4.00944	1.71317	0.796714	-1	8536	-1	-1	-1	1172	1186	604	116	14	14	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	parker1986.blif	7e14ac5-dirty	success	-1	6.21515	2.96417e+06	746636.	1.7428	1.06355	0.406341	-1	5593	-1	-1	-1	753	762	435	55	50	9	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	C5315.blif	7e14ac5-dirty	success	-1	4.23861	2.15576e+06	885421.	0.934947	1.37626	0.464759	-1	5664	-1	-1	-1	577	700	463	40	178	123	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	apex3.blif	7e14ac5-dirty	success	-1	4.69788	3.93426e+06	1.06288e+06	3.01842	1.34248	0.617175	-1	7563	-1	-1	-1	783	833	479	73	54	50	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	s5378.blif	7e14ac5-dirty	success	-1	3.47396	2.37134e+06	600884.	0.977896	0.747188	0.296333	-1	3557	-1	-1	-1	615	664	342	44	36	49	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	cps.blif	7e14ac5-dirty	success	-1	3.48346	3.50311e+06	885421.	2.45133	1.12051	0.514107	-1	5253	-1	-1	-1	668	777	373	65	24	109	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	apex1.blif	7e14ac5-dirty	success	-1	4.01768	3.23364e+06	746636.	2.03348	1.01377	0.463346	-1	6330	-1	-1	-1	637	682	418	60	45	45	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	C3540.blif	7e14ac5-dirty	success	-1	5.58186	1.8324e+06	462463.	1.01638	0.533022	0.248052	-1	3103	-1	-1	-1	386	408	260	34	50	22	0	0		
