arch	circuit	vpr_revision	vpr_status	min_chan_width	critical_path_delay	lb_area	rt_area	pack_time	place_time	min_chan_width_route_time	crit_path_route_time	routed_wirelength	max_odin_mem	max_abc_mem	max_vpr_mem	num_pre_packed_nets	num_pre_packed_blocks	num_post_packed_nets	num_clb	num_io	num_outputs	num_memories	num_mult	error	
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	clma.blif	7e14ac5-dirty	success	-1	8.54841	3.3576e+07	6.91959e+06	18.0155	22.5062	7.57121	-1	84922	-1	-1	-1	6320	6402	3841	623	62	82	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	s38584.1.blif	7e14ac5-dirty	success	-1	4.70625	2.27433e+07	4.81419e+06	11.3818	12.5229	3.31625	-1	32999	-1	-1	-1	5357	5661	2660	422	38	304	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	pdc.blif	7e14ac5-dirty	success	-1	6.94766	1.95635e+07	4.37442e+06	15.3546	9.87258	4.32692	-1	44108	-1	-1	-1	3645	3685	1850	363	16	40	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	s38417.blif	7e14ac5-dirty	success	-1	4.96698	1.80006e+07	3.69364e+06	7.74925	8.86284	2.38882	-1	21275	-1	-1	-1	4530	4636	1876	334	29	106	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	frisc.blif	7e14ac5-dirty	success	-1	8.11978	1.58448e+07	3.36285e+06	9.89109	8.99762	3.01347	-1	37926	-1	-1	-1	3834	3950	1651	294	20	116	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	spla.blif	7e14ac5-dirty	success	-1	6.08038	1.62221e+07	3.69364e+06	12.6117	7.07492	3.37572	-1	33806	-1	-1	-1	3021	3067	1512	301	16	46	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	ex1010.blif	7e14ac5-dirty	success	-1	6.86356	1.67071e+07	3.69364e+06	14.6031	6.85051	3.5499	-1	37704	-1	-1	-1	3103	3113	1445	310	10	10	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	elliptic.blif	7e14ac5-dirty	success	-1	7.06625	1.15333e+07	2.45196e+06	9.22363	5.80439	2.00944	-1	21782	-1	-1	-1	3386	3500	1258	214	131	114	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	s298.blif	7e14ac5-dirty	success	-1	8.08892	7.06011e+06	1.67722e+06	3.84499	2.01571	1.09007	-1	7831	-1	-1	-1	1313	1319	561	131	4	6	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	apex2.blif	7e14ac5-dirty	success	-1	5.32227	7.97631e+06	1.91153e+06	7.87695	2.88917	1.50395	-1	14479	-1	-1	-1	1516	1519	795	148	38	3	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	diffeq.blif	7e14ac5-dirty	success	-1	4.37482	4.68878e+06	1.04471e+06	2.76739	1.82027	0.710817	-1	6610	-1	-1	-1	1309	1348	596	87	64	39	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	seq.blif	7e14ac5-dirty	success	-1	4.47975	7.1679e+06	1.67722e+06	5.30203	2.60602	1.22072	-1	12262	-1	-1	-1	1366	1401	718	133	41	35	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	C6288.blif	7e14ac5-dirty	success	-1	9.1413	2.96417e+06	734169.	1.31973	0.936653	0.483941	-1	4242	-1	-1	-1	573	605	478	55	32	32	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	tseng.blif	7e14ac5-dirty	success	-1	4.53748	4.31152e+06	1.04471e+06	2.16852	1.62816	0.622194	-1	5458	-1	-1	-1	1234	1356	528	80	52	122	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	dsip.blif	7e14ac5-dirty	success	-1	2.4181	3.66479e+06	1.67722e+06	2.57021	2.49103	0.96157	-1	6785	-1	-1	-1	1133	1330	573	68	229	197	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	bigkey.blif	7e14ac5-dirty	success	-1	2.32994	3.71869e+06	1.67722e+06	2.98861	2.37967	0.95133	-1	6494	-1	-1	-1	1136	1333	497	69	229	197	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	alu4.blif	7e14ac5-dirty	success	-1	4.46743	6.35949e+06	1.47220e+06	2.91048	1.71341	0.921525	-1	6483	-1	-1	-1	1187	1195	552	118	14	8	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	i10.blif	7e14ac5-dirty	success	-1	5.61675	3.98816e+06	2.18369e+06	1.97876	3.44398	1.40579	-1	11256	-1	-1	-1	996	1220	785	74	257	224	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	ex5p.blif	7e14ac5-dirty	success	-1	4.13578	3.98816e+06	1.04471e+06	2.09247	1.37495	0.7269	-1	6840	-1	-1	-1	748	811	460	74	8	63	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	des.blif	7e14ac5-dirty	success	-1	2.97032	3.01806e+06	2.18369e+06	1.98004	2.64332	1.24323	-1	8156	-1	-1	-1	810	1055	571	56	256	245	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	apex4.blif	7e14ac5-dirty	success	-1	4.4525	5.22772e+06	1.26653e+06	3.24504	1.84077	1.05679	-1	10494	-1	-1	-1	979	998	582	97	9	19	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	C7552.blif	7e14ac5-dirty	success	-1	4.73852	2.6947e+06	870783.	1.20876	1.7268	0.561912	-1	5471	-1	-1	-1	706	813	517	50	206	107	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	misex3.blif	7e14ac5-dirty	success	-1	4.10551	6.2517e+06	1.47220e+06	4.06744	1.91848	0.980714	-1	8205	-1	-1	-1	1172	1186	604	116	14	14	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	parker1986.blif	7e14ac5-dirty	success	-1	5.74157	2.96417e+06	734169.	1.80672	1.14132	0.482032	-1	5478	-1	-1	-1	753	762	435	55	50	9	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	C5315.blif	7e14ac5-dirty	success	-1	4.13775	2.15576e+06	870783.	0.971832	1.39375	0.529128	-1	5437	-1	-1	-1	577	700	463	40	178	123	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	apex3.blif	7e14ac5-dirty	success	-1	4.4752	3.93426e+06	1.04471e+06	3.20588	1.46326	0.741099	-1	7423	-1	-1	-1	783	833	479	73	54	50	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	s5378.blif	7e14ac5-dirty	success	-1	3.00628	2.37134e+06	590556.	0.998175	0.782786	0.343253	-1	3451	-1	-1	-1	615	664	342	44	36	49	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	cps.blif	7e14ac5-dirty	success	-1	3.22497	3.50311e+06	870783.	2.51798	1.22055	0.648747	-1	4970	-1	-1	-1	668	777	373	65	24	109	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	apex1.blif	7e14ac5-dirty	success	-1	3.83253	3.23364e+06	734169.	2.16787	1.11043	0.601852	-1	5961	-1	-1	-1	637	682	418	60	45	45	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	C3540.blif	7e14ac5-dirty	success	-1	5.23215	1.8324e+06	453161.	1.07126	0.604235	0.296398	-1	2819	-1	-1	-1	386	408	260	34	50	22	0	0		
