arch	circuit	vpr_revision	vpr_status	min_chan_width	critical_path_delay	lb_area	rt_area	pack_time	place_time	min_chan_width_route_time	crit_path_route_time	routed_wirelength	max_odin_mem	max_abc_mem	max_vpr_mem	num_pre_packed_nets	num_pre_packed_blocks	num_post_packed_nets	num_clb	num_io	num_outputs	num_memories	num_mult	error	
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	clma.blif	7e14ac5-dirty	success	-1	7.94205	3.3576e+07	6.57998e+06	18.5874	22.1019	9.33726	-1	85021	-1	-1	-1	6320	6402	3841	623	62	82	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	s38584.1.blif	7e14ac5-dirty	success	-1	4.62469	2.27433e+07	4.57060e+06	11.3204	13.1171	3.55105	-1	31148	-1	-1	-1	5357	5661	2660	422	38	304	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	pdc.blif	7e14ac5-dirty	success	-1	6.61234	1.95635e+07	4.15354e+06	15.5369	8.5426	4.65236	-1	43687	-1	-1	-1	3645	3685	1850	363	16	40	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	s38417.blif	7e14ac5-dirty	success	-1	4.94185	1.80006e+07	3.50450e+06	7.38481	8.42792	2.48971	-1	21033	-1	-1	-1	4530	4636	1876	334	29	106	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	frisc.blif	7e14ac5-dirty	success	-1	8.412	1.58448e+07	3.18848e+06	9.77211	8.89327	3.48664	-1	37601	-1	-1	-1	3834	3950	1651	294	20	116	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	spla.blif	7e14ac5-dirty	success	-1	5.75651	1.62221e+07	3.50450e+06	12.6079	6.67502	3.56467	-1	33293	-1	-1	-1	3021	3067	1512	301	16	46	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	ex1010.blif	7e14ac5-dirty	success	-1	6.48244	1.67071e+07	3.50450e+06	14.3123	7.31161	4.30003	-1	38270	-1	-1	-1	3103	3113	1445	310	10	10	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	elliptic.blif	7e14ac5-dirty	success	-1	6.91063	1.15333e+07	2.32273e+06	8.74965	5.35202	2.03827	-1	21118	-1	-1	-1	3386	3500	1258	214	131	114	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	s298.blif	7e14ac5-dirty	success	-1	7.83021	7.06011e+06	1.58352e+06	3.74893	1.98098	1.11455	-1	7659	-1	-1	-1	1313	1319	561	131	4	6	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	apex2.blif	7e14ac5-dirty	success	-1	4.98924	7.97631e+06	1.80800e+06	7.5981	2.76015	1.58378	-1	13711	-1	-1	-1	1516	1519	795	148	38	3	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	diffeq.blif	7e14ac5-dirty	success	-1	4.6533	4.68878e+06	984318.	2.68005	1.7192	0.632463	-1	6119	-1	-1	-1	1309	1348	596	87	64	39	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	seq.blif	7e14ac5-dirty	success	-1	4.07643	7.1679e+06	1.58352e+06	5.04717	2.50468	1.26523	-1	12123	-1	-1	-1	1366	1401	718	133	41	35	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	C6288.blif	7e14ac5-dirty	success	-1	9.1185	2.96417e+06	689840.	1.22107	0.919365	0.459282	-1	3822	-1	-1	-1	573	605	478	55	32	32	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	tseng.blif	7e14ac5-dirty	success	-1	4.59629	4.31152e+06	984318.	2.0908	1.55014	0.631368	-1	4921	-1	-1	-1	1234	1356	528	80	52	122	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	dsip.blif	7e14ac5-dirty	success	-1	2.43068	3.66479e+06	1.58352e+06	2.46144	2.29908	0.910431	-1	6392	-1	-1	-1	1133	1330	573	68	229	197	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	bigkey.blif	7e14ac5-dirty	success	-1	2.35631	3.71869e+06	1.58352e+06	2.84254	2.21063	0.919182	-1	5839	-1	-1	-1	1136	1333	497	69	229	197	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	alu4.blif	7e14ac5-dirty	success	-1	4.26101	6.35949e+06	1.39008e+06	2.80508	1.69905	0.933681	-1	6257	-1	-1	-1	1187	1195	552	118	14	8	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	i10.blif	7e14ac5-dirty	success	-1	5.97507	3.98816e+06	2.06661e+06	1.88801	3.14209	1.35228	-1	10535	-1	-1	-1	996	1220	785	74	257	224	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	ex5p.blif	7e14ac5-dirty	success	-1	3.93975	3.98816e+06	984318.	2.01823	1.28193	0.705127	-1	6512	-1	-1	-1	748	811	460	74	8	63	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	des.blif	7e14ac5-dirty	success	-1	3.0456	3.01806e+06	2.06661e+06	1.92767	2.46304	1.23872	-1	7588	-1	-1	-1	810	1055	571	56	256	245	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	apex4.blif	7e14ac5-dirty	success	-1	4.68802	5.22772e+06	1.19385e+06	3.00638	1.58269	0.983025	-1	10104	-1	-1	-1	979	998	582	97	9	19	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	C7552.blif	7e14ac5-dirty	success	-1	4.86688	2.6947e+06	819089.	1.08193	1.45628	0.523923	-1	4855	-1	-1	-1	706	813	517	50	206	107	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	misex3.blif	7e14ac5-dirty	success	-1	4.42383	6.2517e+06	1.39008e+06	3.83091	1.74991	0.929834	-1	7898	-1	-1	-1	1172	1186	604	116	14	14	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	parker1986.blif	7e14ac5-dirty	success	-1	6.05572	2.96417e+06	689840.	1.75767	1.03549	0.443128	-1	5074	-1	-1	-1	753	762	435	55	50	9	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	C5315.blif	7e14ac5-dirty	success	-1	4.08339	2.15576e+06	819089.	0.909955	1.29484	0.48851	-1	4644	-1	-1	-1	577	700	463	40	178	123	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	apex3.blif	7e14ac5-dirty	success	-1	4.45514	3.93426e+06	984318.	3.01384	1.31483	0.713733	-1	7045	-1	-1	-1	783	833	479	73	54	50	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	s5378.blif	7e14ac5-dirty	success	-1	3.32843	2.37134e+06	553366.	0.9502	0.745235	0.316755	-1	3162	-1	-1	-1	615	664	342	44	36	49	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	cps.blif	7e14ac5-dirty	success	-1	3.16186	3.50311e+06	819089.	2.37155	1.15583	0.57239	-1	4665	-1	-1	-1	668	777	373	65	24	109	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	apex1.blif	7e14ac5-dirty	success	-1	3.92828	3.23364e+06	689840.	2.03757	1.09997	0.525793	-1	5815	-1	-1	-1	637	682	418	60	45	45	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	C3540.blif	7e14ac5-dirty	success	-1	4.89537	1.8324e+06	423525.	1.048	0.588832	0.288013	-1	2606	-1	-1	-1	386	408	260	34	50	22	0	0		
