arch	circuit	vpr_revision	vpr_status	min_chan_width	critical_path_delay	pack_time	place_time	min_chan_width_route_time	crit_path_route_time	routed_wirelength	max_odin_mem	max_abc_mem	max_vpr_mem	num_pre_packed_nets	num_pre_packed_blocks	num_post_packed_nets	num_clb	num_io	num_outputs	num_memories	num_mult	error	
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	z4ml.blif	e48d751-dirty	success	-1	1.27754	-1	-1	0.010499	-1	20	-1	-1	-1	-1	-1	11	1	7	4	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	xor5.blif	e48d751-dirty	success	-1	0.715055	-1	-1	0.010639	-1	6	-1	-1	-1	-1	-1	6	1	5	1	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	x4.blif	e48d751-dirty	success	-1	2.31592	-1	-1	0.144789	-1	1079	-1	-1	-1	-1	-1	173	12	94	71	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	x3.blif	e48d751-dirty	success	-1	2.24392	-1	-1	0.287778	-1	1953	-1	-1	-1	-1	-1	263	23	135	99	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	x2.blif	e48d751-dirty	success	-1	1.4699	-1	-1	0.020181	-1	42	-1	-1	-1	-1	-1	17	2	10	7	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	x1.blif	e48d751-dirty	success	-1	2.25031	-1	-1	0.076281	-1	630	-1	-1	-1	-1	-1	87	9	51	35	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	vg2.blif	e48d751-dirty	success	-1	2.07586	-1	-1	0.040896	-1	246	-1	-1	-1	-1	-1	45	4	25	8	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	vda.blif	e48d751-dirty	success	-1	3.03917	-1	-1	0.188886	-1	1345	-1	-1	-1	-1	-1	139	22	17	39	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	unreg.blif	e48d751-dirty	success	-1	1.10064	-1	-1	0.023626	-1	146	-1	-1	-1	-1	-1	52	2	36	16	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	ttt2.blif	e48d751-dirty	success	-1	1.58062	-1	-1	0.042175	-1	241	-1	-1	-1	-1	-1	51	4	24	21	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	tseng.blif	e48d751-dirty	success	-1	4.4906	-1	-1	0.539536	-1	4997	-1	-1	-1	-1	-1	528	80	52	122	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	traffic.blif	e48d751-dirty	success	-1	1.16238	-1	-1	0.038284	-1	49	-1	-1	-1	-1	-1	20	3	6	8	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	too-lrg.blif	e48d751-dirty	success	-1	2.99207	-1	-1	0.115253	-1	762	-1	-1	-1	-1	-1	96	14	38	3	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	term1.blif	e48d751-dirty	success	-1	2.34502	-1	-1	0.071138	-1	375	-1	-1	-1	-1	-1	56	7	34	10	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	tcon.blif	e48d751-dirty	success	-1	1.02963	-1	-1	0.0202	-1	83	-1	-1	-1	-1	-1	25	1	17	16	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	tbk.blif	e48d751-dirty	success	-1	3.2083	-1	-1	0.107592	-1	261	-1	-1	-1	-1	-1	53	8	7	3	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	tav.blif	e48d751-dirty	success	-1	0.930728	-1	-1	0.010498	-1	18	-1	-1	-1	-1	-1	9	1	5	4	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	table5.blif	e48d751-dirty	success	-1	3.79274	-1	-1	0.326103	-1	3614	-1	-1	-1	-1	-1	263	41	17	15	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	table3.blif	e48d751-dirty	success	-1	3.64752	-1	-1	0.337876	-1	3433	-1	-1	-1	-1	-1	248	41	14	14	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	t481.blif	e48d751-dirty	success	-1	3.26827	-1	-1	0.151897	-1	771	-1	-1	-1	-1	-1	90	15	16	1	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	styr.blif	e48d751-dirty	success	-1	2.51581	-1	-1	0.106668	-1	480	-1	-1	-1	-1	-1	74	16	10	10	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	sse.blif	e48d751-dirty	success	-1	2.34541	-1	-1	0.04201	-1	151	-1	-1	-1	-1	-1	31	4	8	7	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	squar5.blif	e48d751-dirty	success	-1	0.853233	-1	-1	0.010574	-1	21	-1	-1	-1	-1	-1	13	1	5	8	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	sqrt8ml.blif	e48d751-dirty	success	-1	1.21554	-1	-1	0.011225	-1	19	-1	-1	-1	-1	-1	12	1	8	4	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	sqrt8.blif	e48d751-dirty	success	-1	1.69839	-1	-1	0.020597	-1	38	-1	-1	-1	-1	-1	14	2	8	4	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	spla.blif	e48d751-dirty	success	-1	6.02957	-1	-1	2.90702	-1	31749	-1	-1	-1	-1	-1	1512	301	16	46	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	shiftreg.blif	e48d751-dirty	success	-1	0.571	-1	-1	0.010526	-1	4	-1	-1	-1	-1	-1	3	1	2	1	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	seq.blif	e48d751-dirty	success	-1	3.9854	-1	-1	1.11142	-1	11849	-1	-1	-1	-1	-1	718	133	41	35	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	sct.blif	e48d751-dirty	success	-1	1.42282	-1	-1	0.0224	-1	107	-1	-1	-1	-1	-1	33	2	19	15	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	scf.blif	e48d751-dirty	success	-1	2.73995	-1	-1	0.208555	-1	1580	-1	-1	-1	-1	-1	188	30	28	56	0	0		
k6_N10_I40_Fi6_L4_frac0_ff1_22nm_2D.xml	sbc.blif	e48d751-dirty	success	-1	2.53983	-1	-1	0.20795	-1	1666	-1	-1	-1	-1	-1	201	26	41	56	0	0		
